vars,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,elt_id,elt_id_max,time_credit,estimated_max_time_credit,progress,time_credit_fixes,progress_fixes,page_uuid,page_count,aborted,complete,answer,answer_accumulators,sequences,branch_log,for_loops,failure_tags,base_payment,performance_reward,unpaid_bonus,total_wait_page_time,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,awaited_async_code_block_process_id,class,object_type,aborted_modules,started_modules,finished_modules,module_id,mit_consent,sex,languages_in_order_of_proficiency,liked_experiment,find_experiment_difficult,encountered_technical_problems
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T17:33:24.211778"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T17:29:40.548125"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Kind of"", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""No""}",23,2026-02-26 17:28:21,False,,,Participant,4f0c509dbea6adc68dc1ece1a148306f,prolific,69a0829d90984a3cd1ece9b7,69134a97886665640fa49f30:69a0829d90984a3cd1ece9b7,699f9178c0a64a38138a36ca,live,2026-02-26 17:33:52,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",20d7f26d-7c9e-46b7-9436-bb79d2a6c139,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,Kind of,No,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T19:11:14.389697"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T19:06:45.244497"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""english, spanish"", ""liked_experiment"": ""yea"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",24,2026-02-26 19:04:38,False,,,Participant,618a3341a7fbe50fd2dc8d25b9479e94,prolific,69a099380a732333a8812d28,6636db94fa3ed150c2d78447:69a099380a732333a8812d28,699f9178c0a64a38138a36ca,live,2026-02-26 19:15:12,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",ee63519e-0a5b-c710-7a6b-dea065f1000b,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,"english, spanish",yea,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T19:16:42.533487"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T19:05:09.432425"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes."", ""find_experiment_difficult"": ""Slightly."", ""encountered_technical_problems"": ""No""}",25,2026-02-26 19:04:54,False,,,Participant,53f767e53f6a066ecfa22e691a165416,prolific,69a0994843f1571f826b73b9,5e1f938b06121f2be0d1ead4:69a0994843f1571f826b73b9,699f9178c0a64a38138a36ca,live,2026-02-26 19:17:31,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",4cc35756-537f-b84e-91f9-8b91dcc52378,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,Yes.,Slightly.,No
{},26,2026-02-26 19:06:00,False,,,Participant,ab2bfd7c4487ad70e8601d8eadd7a965,prolific,69a099454f87cf5886a7d1e0,5a0f46bb7542890001aa7503:69a099454f87cf5886a7d1e0,699f9178c0a64a38138a36ca,live,,,,"{""recruiter"": ""prolific""}",working,[1],[187],0.0,451.5,0.0,[],[],6558a300-e925-f091-114f-4bc7811b88d1,1,False,False,,[],[],[],{},[],1.25,0.0,0.0,0.0,False,,71.0,,,,Participant,Participant,[],"[""mit_consent""]",[],mit_consent,,,,,,
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T19:10:12.701667"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T19:07:36.775127"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English, Spanish"", ""liked_experiment"": ""Yes"", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""No""}",27,2026-02-26 19:07:04,False,,,Participant,b16f024e8045eb0b984829ff6386685c,prolific,69a099c0eca8b42368292f0b,6978cd800f810936788fb20d:69a099c0eca8b42368292f0b,699f9178c0a64a38138a36ca,live,2026-02-26 19:10:46,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",e0c83687-7353-e2d7-7695-538197a5f9bd,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,"English, Spanish",Yes,No,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T19:21:41.975790"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T19:19:09.382085"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",28,2026-02-26 19:18:52,False,,,Participant,c729c2b6bd1c74b8177582f2f0ee5284,prolific,69a09c9471c96f9ed48fd585,5f16f559325a640008bb9a07:69a09c9471c96f9ed48fd585,699f9178c0a64a38138a36ca,live,2026-02-26 19:25:25,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",aadd7a75-e502-0ebc-55fb-e44e616cb6ea,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,english,yes,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T19:25:37.288751"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T19:19:32.223944"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes, it was different."", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""No""}",29,2026-02-26 19:19:01,False,,,Participant,eecca7a84260e072b753c2bdf90e6c46,prolific,69a09c8e0a8ecd80e6eb338b,6983ac5265ea18163cd9befe:69a09c8e0a8ecd80e6eb338b,699f9178c0a64a38138a36ca,live,2026-02-26 19:27:33,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",741bd52f-d740-0345-bf87-ddd724c0bb96,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 144.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,"Yes, it was different.",No,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T19:23:51.966985"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T19:19:46.472210"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""yes.. a little hard to tell walking/running sometimes.. in retrospect maybe I should have chosen \""jogging\"" some of the time"", ""find_experiment_difficult"": ""not really"", ""encountered_technical_problems"": ""none""}",30,2026-02-26 19:19:12,False,,,Participant,3b4d67cb46c46550c6e6de9ce4440d69,prolific,69a09c93b5e734dd2477b483,5dec8925be656d35d4005320:69a09c93b5e734dd2477b483,699f9178c0a64a38138a36ca,live,2026-02-26 19:25:37,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",9de65e56-3b44-b87c-000f-6d0b049b1ec2,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,"yes.. a little hard to tell walking/running sometimes.. in retrospect maybe I should have chosen ""jogging"" some of the time",not really,none
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T19:48:03.106096"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T19:34:47.708722"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""NO""}",31,2026-02-26 19:33:44,False,,,Participant,63c75604356614dc0476a0df5412f76a,prolific,69a09c90f5c631c74c0c7cba,6525a87886c97615b6991402:69a09c90f5c631c74c0c7cba,699f9178c0a64a38138a36ca,live,2026-02-26 19:50:20,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",e98ad17e-5ae0-3e63-2705-e5062f362834,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,yes,no,NO
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T19:55:57.589381"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T19:47:55.867835"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes, I do"", ""find_experiment_difficult"": ""Not at all"", ""encountered_technical_problems"": ""No, I did not""}",32,2026-02-26 19:46:50,False,,,Participant,572282ff7c3744abf3df6530846f913c,prolific,69a0993c2a0c53002a46959e,6734d7383c5a0040f6283654:69a0993c2a0c53002a46959e,699f9178c0a64a38138a36ca,live,2026-02-26 19:56:54,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",f2905fa8-ecea-d8ca-aeb3-322c49f630ad,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 140.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,"Yes, I do",Not at all,"No, I did not"
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T20:24:49.135797"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T20:21:47.614992"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",33,2026-02-26 20:21:33,False,,,Participant,dd1e4b477341835945f32578acdc2996,prolific,69a0ab419affae6dbc5bf995,60fdf104935a0ef0e93762b0:69a0ab419affae6dbc5bf995,699f9178c0a64a38138a36ca,live,2026-02-26 20:25:10,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",8d399148-7886-95a4-8917-789abf418ddd,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,yes,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T20:28:42.273626"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T20:25:00.969978"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes, I enjoyed the experiment."", ""find_experiment_difficult"": ""It was at times difficult to tell how fast the model was moving and find the appropriate single word to describe said movement."", ""encountered_technical_problems"": ""I had no technical issues.""}",34,2026-02-26 20:21:38,False,,,Participant,1dc3978a1e99baf604b4fc1e666f1735,prolific,69a0ab37b037f7e35804389f,5e52d0122f5f952f2a7b6b28:69a0ab37b037f7e35804389f,699f9178c0a64a38138a36ca,live,2026-02-26 20:29:42,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",e6f718db-97c8-b8a3-736f-11191bf23a17,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,"Yes, I enjoyed the experiment.",It was at times difficult to tell how fast the model was moving and find the appropriate single word to describe said movement.,I had no technical issues.
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T20:27:49.562000"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T20:23:20.381810"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes it was enjoyable. Thank you. Sorry I couldn't come up with that many different words."", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""No""}",35,2026-02-26 20:21:55,False,,,Participant,0df24abd1f9dbe109ccad677c13e8734,prolific,69a0ab3d7d7ebb2291db786e,5d8a29c082fec30001d9c24a:69a0ab3d7d7ebb2291db786e,699f9178c0a64a38138a36ca,live,2026-02-26 20:28:36,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",70742222-b3c0-6299-80ad-9fc895dca0dd,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,Yes it was enjoyable. Thank you. Sorry I couldn't come up with that many different words.,No,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T20:27:08.393611"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T20:22:50.977477"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""no"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",36,2026-02-26 20:22:32,False,,,Participant,3b1f30e00b1756de44321c7d2c8cb999,prolific,69a0ab43c57e6e8da146df09,699f42f432008208420b9c00:69a0ab43c57e6e8da146df09,699f9178c0a64a38138a36ca,live,2026-02-26 20:27:33,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",cfc13f8a-ba68-70a5-f1b7-6256549be012,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,no,no,no
{},37,2026-02-26 21:06:18,False,,,Participant,7ae5b3e80105da1932f398b6f8c63ce9,prolific,69a0b59f9390d7a99be1f4a9,60c770aa2d2928bfda4c7cd4:69a0b59f9390d7a99be1f4a9,699f9178c0a64a38138a36ca,live,,,,"{""recruiter"": ""prolific""}",working,[1],[187],0.0,451.5,0.0,[],[],7cbcff50-437c-bf93-cf44-9aea0c529b6d,1,False,False,,[],[],[],{},[],1.25,0.0,0.0,0.0,False,,105.0,,,,Participant,Participant,[],"[""mit_consent""]",[],mit_consent,,,,,,
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T21:16:11.346301"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:08:56.651750"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes"", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""None""}",38,2026-02-26 21:07:13,False,,,Participant,a770a2ef2772d6f2a0f7394c42bc212b,prolific,69a0b5f39546eceaed8d6fac,66d0a375c1c8aa9cac493997:69a0b5f39546eceaed8d6fac,699f9178c0a64a38138a36ca,live,2026-02-26 21:16:54,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",f95fa3c5-f88b-73ab-9080-54e4c5a008ea,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,Yes,No,None
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T21:10:48.963926"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:09:30.878517""}",39,2026-02-26 21:09:13,False,,,Participant,81c1849e9c7d9b702de2d2fe86b2c551,prolific,69a0b66f6d715f16e9a8db9d,58c1ce3c3783090001b49355:69a0b66f6d715f16e9a8db9d,699f9178c0a64a38138a36ca,live,,,,"{""recruiter"": ""prolific""}",working,"[103, 1]","[187, 2]",146.5,451.5,0.32447397563676644,[],"[0.9446290143964563, 0.34662236987818396]",376ab48e-2140-b4aa-7173-dd2897b2d6ac,12,False,False,sprint,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,111.0,1252.0,available,,Participant,Participant,[],"[""mit_consent"", ""label_experiment""]","[""mit_consent""]",label_experiment,True,,,,,
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T21:14:28.370680"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:09:49.665632"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",40,2026-02-26 21:09:22,False,,,Participant,492ce5f7299a034633fd6d0038537853,prolific,69a0b66c8b60dcd8fd9f1de5,697facb19a7b7ac623ab7a2e:69a0b66c8b60dcd8fd9f1de5,699f9178c0a64a38138a36ca,live,2026-02-26 21:14:57,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",958b957e-fb42-0ded-dfe6-1562138585bc,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,yes,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T21:16:13.489991"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:10:00.607285"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""eh, its ok i guess"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",41,2026-02-26 21:09:27,False,,,Participant,8c7fa0b642c62502ea96dc69083274f5,prolific,69a0b673371bb460026b110b,667871d17d7fdf0358f82a28:69a0b673371bb460026b110b,699f9178c0a64a38138a36ca,live,2026-02-26 21:17:07,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",ce3d6329-8969-02e1-4bee-271f26df40ea,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,english,"eh, its ok i guess",no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T21:34:37.489425"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:12:15.058549"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""yes, I enjoyed it."", ""find_experiment_difficult"": ""somewhat. Coming up with one word responses was a little difficult"", ""encountered_technical_problems"": ""no""}",42,2026-02-26 21:10:19,False,,,Participant,72d44637fb29213642d1d1300e0d1381,prolific,69a0b69c429edda9fe6b5727,66ddf72743367a46258db236:69a0b69c429edda9fe6b5727,699f9178c0a64a38138a36ca,live,2026-02-26 21:35:54,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",ad5a9b27-8a38-b9a6-c21e-5ca72b5a5f11,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,"yes, I enjoyed it.",somewhat. Coming up with one word responses was a little difficult,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T21:17:58.687873"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:12:54.875448"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""it was interesting, but would be better if the figure did different things."", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": """"}",43,2026-02-26 21:11:44,False,,,Participant,65ba21cdf1ec4e1966b24a5a95f039bc,prolific,69a0b672d4d158726faa869d,5ec4a156bc5aac3819ac52f2:69a0b672d4d158726faa869d,699f9178c0a64a38138a36ca,live,2026-02-26 21:19:10,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",c480d20a-e0ef-dc6e-ac5e-247e52efcfad,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 144.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,"it was interesting, but would be better if the figure did different things.",no,
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T21:20:56.914337"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:16:23.966930"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english "", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",44,2026-02-26 21:16:00,False,,,Participant,fdc1c9f89170226f7a57aeccd08979c1,prolific,69a0b774b6e348e5c9a98942,66f305037af69346a9a55b42:69a0b774b6e348e5c9a98942,699f9178c0a64a38138a36ca,live,2026-02-26 21:21:17,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",b6a28d0a-ba88-8318-f060-f1e77a68efe8,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english ,yes,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T22:00:29.629345"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:51:14.643176"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes, it was fun."", ""find_experiment_difficult"": ""Not at all."", ""encountered_technical_problems"": ""Nope, everything was good.""}",45,2026-02-26 21:50:52,False,,,Participant,fcfd1545f59ad25bd2d885377b81950f,prolific,69a0c02e5c68e26e289474ec,66dceb449e0e3f3b1f239b3b:69a0c02e5c68e26e289474ec,699f9178c0a64a38138a36ca,live,2026-02-26 22:01:04,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",e7520b90-b8ac-5332-f534-153e7f1edf82,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,"Yes, it was fun.",Not at all.,"Nope, everything was good."
